Column1,movie_title,year,place,rating,vote,link,duration,genre
347, Grave of the Fireflies,1988,348,8.5,132,/title/tt0095327/,89 min," Animation, Drama, War            "
348, Chinatown,1974,349,8.2,259413,/title/tt0071315/,130 min," Drama, Mystery, Thriller            "
349, Rain Man,1988,350,8,"184,208,848",/title/tt0095953/,133 min, Drama            
350,1 The Game,1997,351,7.7,382991,/title/tt0119174/,129 min," Drama, Mystery, Thriller            "
351,2 The Little Mermaid,1989,352,7.6,"48,323,648",/title/tt0097757/,83 min," Animation, Adventure, Comedy            "
352,3 Mystic River,2003,353,7.9,255417,/title/tt0327056/,138 min," Crime, Drama, Mystery            "
353,4 The Sandlot,1993,354,7.8,"111,543,479",/title/tt0108037/,101 min," Comedy, Drama, Family            "
354,5 The Bourne Identity,2002,355,7.9,448577,/title/tt0258463/,119 min," Action, Mystery, Thriller            "
355,6 Ben-Hur,1959,356,8.1,"90,135,191",/title/tt0052618/,212 min," Adventure, Drama, History            "
356,7 Minority Report,2002,357,7.7,88853,/title/tt0181689/,145 min," Action, Crime, Mystery            "
357,8 Wonder (I),2017,358,7.9,"32,416,586",/title/tt2543472/,113 min," Drama, Family            "
358,9 Beauty and the Beast,1991,359,8,537762,/title/tt0101414/,84 min," Animation, Family, Fantasy            "
359,0 Scent of a Woman,1992,360,8,"121,661,683",/title/tt0105323/,156 min, Drama            
360, Hunt for the Wilderpeople,2016,361,7.8,235292,/title/tt4698684/,101 min," Adventure, Comedy, Drama            "
361, The Fly,1986,362,7.6,"74,700,000",/title/tt0091064/,96 min," Drama, Horror, Sci-Fi            "
362, Monty Python and the Holy Grail,1975,363,8.2,180,/title/tt0071853/,91 min," Adventure, Comedy, Fantasy            "
363, The Graduate,1967,364,8,539547,/title/tt0061722/,106 min," Comedy, Drama, Romance            "
364, Lost in Translation,2003,365,7.7,"132,072,926",/title/tt0335266/,102 min," Comedy, Drama            "
365, Gone Baby Gone,2007,366,7.6,159786,/title/tt0452623/,114 min," Crime, Drama, Mystery            "
366, Serenity,2005,367,7.8,"132,422,809",/title/tt0379786/,119 min," Action, Adventure, Sci-Fi            "
367, Fantastic Mr Fox,2009,368,7.9,441431,/title/tt0432283/,87 min," Animation, Adventure, Comedy            "
368, Lord of War,2005,369,7.6,"218,967,620",/title/tt0399295/,122 min," Crime, Drama            "
369, Moonrise Kingdom,2012,370,7.8,248,/title/tt1748122/,94 min," Comedy, Drama, Romance            "
370, Ed Wood,1994,371,7.8,288478,/title/tt0109707/,127 min," Biography, Comedy, Drama            "
371, Sense and Sensibility,1995,372,7.7,"63,895,607",/title/tt0114388/,136 min," Drama, Romance            "
372, Lion,2016,373,8,126854,/title/tt3741834/,118 min," Biography, Drama            "
373, Dawn of the Planet of the Apes,2014,374,7.6,"5,202,582",/title/tt2103281/,130 min," Action, Adventure, Drama            "
374, The Theory of Everything,2014,375,7.7,176195,/title/tt2980516/,123 min," Biography, Drama, Romance            "
375, Deliverance,1972,376,7.7,"40,456,565",/title/tt0068473/,109 min," Adventure, Drama, Thriller            "
376, The Lady Vanishes,1938,377,7.8,530870,/title/tt0030341/,96 min," Mystery, Thriller            "
377, Baahubali 2: The Conclusion,2017,378,8.2,"1,229,197",/title/tt4849438/,167 min," Action, Drama            "
378, Million Dollar Baby,2004,379,8.1,141,/title/tt0405159/,132 min," Drama, Sport            "
379, Rosemary's Baby,1968,380,8,269091,/title/tt0063522/,137 min," Drama, Horror            "
380, Rear Window,1954,381,8.5,"104,945,305",/title/tt0047396/,112 min," Mystery, Thriller            "
381, Y tu mamá también,2001,382,7.7,444229,/title/tt0245574/,106 min, Drama            
382, 3:10 to Yuma,2007,383,7.7,"44,585,453",/title/tt0381849/,122 min," Action, Crime, Drama            "
383, As Good as It Gets,1997,384,7.7,268899,/title/tt0119822/,139 min," Comedy, Drama, Romance            "
384, Capernaum,2018,385,8.4,"20,300,218",/title/tt8267604/,126 min, Drama            
385, Blood Diamond,2006,386,8,293674,/title/tt0450259/,143 min," Adventure, Drama, Thriller            "
386, Mary Poppins,1964,387,7.8,"25,514,517",/title/tt0058331/,139 min," Comedy, Family, Fantasy            "
387, Toy Story 3,2010,388,8.3,224512,/title/tt0435761/,103 min," Animation, Adventure, Comedy            "
388, To Kill a Mockingbird,1962,389,8.3,"21,002,919",/title/tt0056592/,129 min," Crime, Drama            "
389, The Fault in Our Stars,2014,390,7.7,310873,/title/tt2582846/,126 min," Drama, Romance            "
390, The Trial of the Chicago 7,2020,391,7.7,"24,149,632",/title/tt1070874/,129 min," Drama, History, Thriller            "
391, Princess Mononoke,1997,392,8.4,343596,/title/tt0119698/,134 min," Animation, Action, Adventure            "
392, The Untouchables,1987,393,7.9,"45,512,466",/title/tt0094226/,119 min," Crime, Drama, Thriller            "
393, Dark Waters,2019,394,7.6,174084,/title/tt9071322/,126 min," Biography, Drama, History            "
394, Star Trek Into Darkness,2013,395,7.7,"5,887,457",/title/tt1408101/,132 min," Action, Adventure, Sci-Fi            "
395, It's a Wonderful Life,1946,396,8.6,113546,/title/tt0038650/,130 min," Drama, Family, Fantasy            "
396, Mr Nobody,2009,397,7.8,"43,182,776",/title/tt0485947/,141 min," Drama, Fantasy, Romance            "
397, Metropolis,1927,398,8.3,231868,/title/tt0017136/,153 min," Drama, Sci-Fi            "
398, Seven Samurai,1954,399,8.6,"51,739,495",/title/tt0047478/,207 min," Action, Drama            "
399, Citizen Kane,1941,400,8.3,433407,/title/tt0033467/,119 min," Drama, Mystery            "
400,1 The Pursuit of Happyness,2006,401,8,494912,/title/tt0454921/,117 min," Biography, Drama            "
401,2 Primal Fear,1996,402,7.7,"163,566,459",/title/tt0117381/,129 min," Crime, Drama, Mystery            "
402,3 Portrait of a Lady on Fire,2019,403,8.1,208097,/title/tt8613070/,122 min," Drama, Romance            "
403,4 Back to the Future Part II,1989,404,7.8,"56,116,183",/title/tt0096874/,108 min," Adventure, Comedy, Sci-Fi            "
404,5 Sound of Metal,2019,405,7.7,85617,/title/tt5363618/,120 min," Drama, Music            "
405,6 Falling Down,1993,406,7.6,"3,759,854",/title/tt0106856/,113 min," Crime, Drama, Thriller            "
406,7 Straight Outta Compton,2015,407,7.8,517599,/title/tt1398426/,147 min," Biography, Drama, History            "
407,8 Kill Bill: Vol 2,2004,408,8,"118,500,000",/title/tt0378194/,137 min," Action, Crime, Thriller            "
408,9 Gravity,2013,409,7.7,118814,/title/tt1454468/,91 min," Action, Drama, Sci-Fi            "
409,0 Despicable Me,2010,410,7.6,186205,/title/tt1323594/,95 min," Animation, Adventure, Comedy            "
410, Goldfinger,1964,411,7.7,"40,903,593",/title/tt0058150/,110 min," Action, Adventure, Thriller            "
411, The Others,2001,412,7.6,196974,/title/tt0230600/,104 min," Horror, Mystery, Thriller            "
412, Who Framed Roger Rabbit,1988,413,7.7,"161,197,785",/title/tt0096438/,104 min," Animation, Adventure, Comedy            "
413, Life of Pi,2012,414,7.9,736154,/title/tt0454876/,127 min," Adventure, Drama, Fantasy            "
414, Nosferatu,1922,415,7.9,"66,208,183",/title/tt0013442/,94 min," Fantasy, Horror            "
415, Magnolia,1999,416,8,811166,/title/tt0175880/,188 min, Drama            
416, Some Like It Hot,1959,417,8.2,"274,092,705",/title/tt0053291/,121 min," Comedy, Music, Romance            "
417, The Magnificent Seven,1960,418,7.7,532474,/title/tt0054047/,128 min," Action, Adventure, Western            "
418, Groundhog Day,1993,419,8.1,"251,513,985",/title/tt0107048/,101 min," Comedy, Drama, Fantasy            "
419, Vertigo,1958,420,8.3,186888,/title/tt0052357/,128 min," Mystery, Romance, Thriller            "
420, Gran Torino,2008,421,8.1,"51,081,062",/title/tt1205489/,116 min, Drama            
421, Dog Day Afternoon,1975,422,8,358827,/title/tt0072890/,125 min," Biography, Crime, Drama            "
422, Walk the Line,2005,423,7.8,"96,522,687",/title/tt0358273/,136 min," Biography, Drama, Music            "
423, Mulan,1998,424,7.6,196506,/title/tt0120762/,88 min," Animation, Adventure, Comedy            "
424, The King's Speech,2010,425,8,"156,452,370",/title/tt1504320/,118 min," Biography, Drama, History            "
425, Lawrence of Arabia,1962,426,8.3,616310,/title/tt0056172/,218 min," Adventure, Biography, Drama            "
426, In the Mood for Love,2000,427,8,"124,987,023",/title/tt0118694/,98 min," Drama, Romance            "
427, The Sting,1973,428,8.3,95254,/title/tt0070735/,129 min," Comedy, Crime, Drama            "
428, Raging Bull,1980,429,8.2,307603,/title/tt0081398/,129 min," Biography, Drama, Sport            "
429, Wreck-It Ralph,2012,430,7.7,"22,455,976",/title/tt1772341/,101 min," Animation, Adventure, Comedy            "
430, Carlito's Way,1993,431,7.9,261900,/title/tt0106519/,144 min," Crime, Drama, Thriller            "
431, Rise of the Planet of the Apes,2011,432,7.6,"25,000,000",/title/tt1318514/,105 min," Action, Drama, Sci-Fi            "
432, Cabaret,1972,433,7.7,130,/title/tt0068327/,124 min," Drama, Music, Musical            "
433, The Boondock Saints,1999,434,7.7,93719,/title/tt0144117/,108 min," Action, Thriller            "
434, Life of Brian,1979,435,8,"4,905,000",/title/tt0079470/,94 min, Comedy            
435, I Saw the Devil,2010,436,7.8,613767,/title/tt1588170/,144 min," Action, Crime, Drama            "
436, Naked,1993,437,7.7,"70,906,973",/title/tt0107653/,131 min," Comedy, Drama            "
437, The Birds,1963,438,7.7,222,/title/tt0056869/,119 min," Drama, Horror, Mystery            "
438, Butch Cassidy and the Sundance Kid,1969,439,8,393979,/title/tt0064115/,110 min," Biography, Crime, Drama            "
439, Hachi: A Dog's Tale,2009,440,8.1,"3,200,000",/title/tt1028532/,93 min," Biography, Drama, Family            "
440, Dogville,2003,441,8,99,/title/tt0276919/,178 min," Crime, Drama            "
441, Being John Malkovich,1999,442,7.8,760922,/title/tt0120601/,113 min," Comedy, Drama, Fantasy            "
442, Midnight Cowboy,1969,443,7.8,"148,095,302",/title/tt0064665/,113 min, Drama            
443, The Invisible Guest,2016,444,8,168,/title/tt4857264/,106 min," Crime, Drama, Mystery            "
444, Dark City,1998,445,7.6,252206,/title/tt0118929/,100 min," Fantasy, Mystery, Sci-Fi            "
445, Demon Slayer the Movie: Mugen Train,2020,446,8.2,"50,000,000",/title/tt11032374/,117 min," Animation, Action, Adventure            "
446, Road to Perdition,2002,447,7.7,247306,/title/tt0257044/,117 min," Crime, Drama, Thriller            "
447, A Bronx Tale,1993,448,7.8,"119,519,402",/title/tt0106489/,121 min," Crime, Drama            "
448, Baahubali: The Beginning,2015,449,8,279243,/title/tt2631186/,159 min," Action, Drama            "
449, Toy Story 2,1999,450,7.9,"120,620,254",/title/tt0120363/,92 min," Animation, Adventure, Comedy            "
450,1 Akira,1988,451,8,180867,/title/tt0094625/,124 min," Animation, Action, Drama            "
451,2 JFK,1991,452,8,"553,171",/title/tt0102138/,189 min," Drama, History, Thriller            "
452,3 Lethal Weapon,1987,453,7.6,153312,/title/tt0093409/,109 min," Action, Crime, Thriller            "
453,4 Gandhi,1982,454,8.1,"70,405,498",/title/tt0083987/,191 min," Biography, Drama            "
454,5 First Blood,1982,455,7.7,253862,/title/tt0083944/,93 min," Action, Adventure, Thriller            "
455,6 The Great Escape,1963,456,8.2,"65,207,127",/title/tt0057115/,172 min," Adventure, Drama, History            "
456,7 When Harry Met Sally,1989,457,7.7,227764,/title/tt0098635/,95 min," Comedy, Drama, Romance            "
457,8 Spartacus,1960,458,7.9,"52,767,889",/title/tt0054331/,197 min," Adventure, Biography, Drama            "
458,9 The Girl with the Dragon Tattoo,2009,459,7.8,245,/title/tt1132620/,152 min," Crime, Drama, Mystery            "
459,0 The Royal Tenenbaums,2001,460,7.6,245764,/title/tt0265666/,110 min," Comedy, Drama            "
460, How to Train Your Dragon 2,2014,461,7.8,"47,212,904",/title/tt1646971/,102 min," Animation, Action, Adventure            "
461, The Road Warrior,1981,462,7.6,240485,/title/tt0082694/,96 min," Action, Adventure, Sci-Fi            "
462, My Neighbor Totoro,1988,463,8.1,"12,100,000",/title/tt0096283/,86 min," Animation, Comedy, Family            "
463, Match Point,2005,464,7.6,148,/title/tt0416320/,124 min," Drama, Romance, Thriller            "
464, This Is Spinal Tap,1984,465,7.9,212904,/title/tt0088258/,82 min," Comedy, Music            "
465, Boyz n the Hood,1991,466,7.8,"92,823,600",/title/tt0101507/,112 min," Crime, Drama            "
466, North by Northwest,1959,467,8.3,133097,/title/tt0053125/,136 min," Adventure, Mystery, Thriller            "
467, Jai Bhim,2021,468,8.9,"30,000,000",/title/tt15097216/,164 min," Crime, Drama, Mystery            "
468, The Raid: Redemption,2011,469,7.6,215573,/title/tt1899353/,101 min," Action, Crime, Thriller            "
469, Close Encounters of the Third Kind,1977,470,7.6,"10,095,170",/title/tt0075860/,138 min," Drama, Sci-Fi            "
470, The Secret in Their Eyes,2009,471,8.2,287279,/title/tt1305806/,129 min," Drama, Mystery, Romance            "
471, Eastern Promises,2007,472,7.6,"52,364,010",/title/tt0765443/,100 min," Crime, Drama, Thriller            "
472, Breakfast at Tiffany's,1961,473,7.6,327183,/title/tt0054698/,115 min," Comedy, Drama, Romance            "
473, Kung Fu Hustle,2004,474,7.7,"177,002,924",/title/tt0373074/,99 min," Action, Comedy, Fantasy            "
474, The Boat,1981,475,8.4,177355,/title/tt0082096/,149 min," Drama, War            "
475, Empire of the Sun,1987,476,7.7,"12,465,371",/title/tt0092965/,153 min," Drama, History, War            "
476, Stalker,1979,477,8.1,326820,/title/tt0079944/,162 min," Drama, Sci-Fi            "
477, Creed (II),2015,478,7.6,"1,105,564",/title/tt3076658/,133 min," Action, Drama, Sport            "
478, The Outlaw Josey Wales,1976,479,7.8,171,/title/tt0075029/,135 min, Western            
479, The Skin I Live In,2011,480,7.6,215838,/title/tt1189073/,120 min," Drama, Horror, Thriller            "
480, The Elephant Man,1980,481,8.2,"23,089,926",/title/tt0080678/,124 min," Biography, Drama            "
481, Paper Moon,1973,482,8.1,137846,/title/tt0070510/,102 min," Comedy, Crime, Drama            "
482, Glengarry Glen Ross,1992,483,7.7,"4,736,202",/title/tt0104348/,100 min," Crime, Drama, Mystery            "
483, Serpico,1973,484,7.7,137790,/title/tt0070666/,130 min," Biography, Crime, Drama            "
484, Rushmore,1998,485,7.6,"57,504,069",/title/tt0128445/,93 min," Comedy, Drama, Romance            "
485, Barry Lyndon,1975,486,8.1,321233,/title/tt0072684/,185 min," Adventure, Drama, War            "
486, Bonnie and Clyde,1967,487,7.7,"13,275,000",/title/tt0061418/,111 min," Action, Biography, Crime            "
487, Captain Phillips,2013,488,7.8,98,/title/tt1535109/,134 min," Action, Biography, Crime            "
488, Evil Dead II,1987,489,7.7,187796,/title/tt0092991/,84 min," Comedy, Horror            "
489, October Sky,1999,490,7.8,201712,/title/tt0132477/,108 min," Biography, Drama, Family            "
490, La Haine,1995,491,8.1,"4,105,123",/title/tt0113247/,98 min," Crime, Drama            "
491, M,1931,492,8.3,197981,/title/tt0022100/,99 min," Crime, Mystery, Thriller            "
492, End of Watch,2012,493,7.6,"132,088,635",/title/tt1855199/,109 min," Action, Adventure, Crime            "
493, Let the Right One In,2008,494,7.9,206209,/title/tt1139797/,114 min," Drama, Fantasy, Horror            "
494, In the Name of the Father,1993,495,8.1,"6,391,436",/title/tt0107207/,133 min," Biography, Crime, Drama            "
495, Fried Green Tomatoes,1991,496,7.7,163,/title/tt0101921/,130 min, Drama            
496, Die Hard with a Vengeance,1995,497,7.6,239760,/title/tt0112864/,128 min," Action, Adventure, Thriller            "
497, A Silent Voice: The Movie,2016,498,8.1,"17,114,882",/title/tt5323662/,130 min," Animation, Drama            "
498, Traffic,2000,499,7.6,177129,/title/tt0181865/,147 min," Crime, Drama, Thriller            "
499, Sling Blade,1996,500,8,136738,/title/tt0117666/,135 min, Drama            
500,1 Brazil,1985,501,7.9,198465,/title/tt0088846/,132 min," Drama, Sci-Fi            "
501,2 Do the Right Thing,1989,502,7.9,"9,929,135",/title/tt0097216/,120 min," Comedy, Drama            "
502,3 Snow White and the Seven Dwarfs,1937,503,7.6,99968,/title/tt0029583/,83 min," Animation, Adventure, Family            "
503,4 Awakenings,1990,504,7.8,"27,545,445",/title/tt0099077/,121 min," Biography, Drama            "
504,5 Night of the Living Dead,1968,505,7.8,195168,/title/tt0063350/,96 min," Horror, Thriller            "
505,6 Ordinary People,1980,506,7.7,"184,925,485",/title/tt0081283/,124 min, Drama            
506,7 Where Eagles Dare,1968,507,7.6,137571,/title/tt0065207/,158 min," Action, Adventure, War            "
507,8 Bridge of Spies,2015,508,7.6,"52,096,475",/title/tt3682448/,142 min," Drama, History, Thriller            "
508,9 Before Sunset,2004,509,8.1,125759,/title/tt0381681/,80 min," Drama, Romance            "
509,0 Before Midnight,2013,510,7.9,"89,029",/title/tt2209418/,109 min," Drama, Romance            "
510, Philadelphia,1993,511,7.7,51386,/title/tt0107818/,125 min, Drama            
511, The Bourne Ultimatum,2007,512,8,"54,800,000",/title/tt0440963/,115 min," Action, Mystery, Thriller            "
512," Paris, Texas",1984,513,8,57441,/title/tt0087884/,145 min, Drama            
513, The Man from Earth,2007,514,7.9,306262,/title/tt0756683/,87 min," Drama, Fantasy, Mystery            "
514, The Bridge on the River Kwai,1957,515,8.2,"72,313,754",/title/tt0050212/,161 min," Adventure, Drama, War            "
515, Perfect Blue,1997,516,8,256790,/title/tt0156887/,81 min," Animation, Crime, Drama            "
516, Sunset Blvd,1950,517,8.4,"5,820,649",/title/tt0043014/,110 min," Drama, Film-Noir            "
517, 127 Hours,2010,518,7.6,225,/title/tt1542344/,94 min," Biography, Drama            "
518, Isle of Dogs,2018,519,7.8,153964,/title/tt5104604/,101 min," Animation, Adventure, Comedy            "
519, The Nightmare Before Christmas,1993,520,7.9,"8,114,627",/title/tt0107688/,76 min," Animation, Family, Fantasy            "
520, Roma,2018,521,7.7,237976,/title/tt6155172/,135 min, Drama            
521, Changeling,2008,522,7.8,"77,324,422",/title/tt0824747/,141 min," Biography, Crime, Drama            "
522, Chungking Express,1994,523,8,627038,/title/tt0109424/,102 min," Comedy, Crime, Drama            "
523, The Color Purple,1985,524,7.7,"227,471,070",/title/tt0088939/,154 min, Drama            
524, Glory,1989,525,7.8,103544,/title/tt0097441/,122 min," Biography, Drama, History            "
525, Dancer in the Dark,2000,526,7.9,"2,181,987",/title/tt0168629/,140 min," Crime, Drama, Musical            "
526, The Jungle Book,1967,527,7.6,184857,/title/tt0061852/,78 min," Animation, Adventure, Comedy            "
527, Dawn of the Dead,1978,528,7.8,216923,/title/tt0077402/,127 min," Horror, Thriller            "
528," Blood In, Blood Out",1993,529,7.9,"44,908,000",/title/tt0106469/,180 min," Crime, Drama            "
529, Network,1976,530,8.1,164,/title/tt0074958/,121 min, Drama            
530, Fiddler on the Roof,1971,531,8,71711,/title/tt0067093/,181 min," Drama, Family, Musical            "
531, The Insider,1999,532,7.8,"776,665",/title/tt0140352/,157 min," Biography, Drama, Thriller            "
532, Billy Elliot,2000,533,7.7,217375,/title/tt0249462/,110 min," Drama, Music            "
533, Dirty Harry,1971,534,7.7,60,/title/tt0066999/,102 min," Action, Crime, Thriller            "
534, The Iron Giant,1999,535,8,370779,/title/tt0129167/,86 min," Animation, Action, Adventure            "
535, The French Connection,1971,536,7.7,"18,335,230",/title/tt0067116/,104 min," Action, Crime, Drama            "
536, The Wrestler,2008,537,7.9,163019,/title/tt1125849/,109 min," Drama, Sport            "
537, The Apartment,1960,538,8.3,"32,015,231",/title/tt0053604/,125 min," Comedy, Drama, Romance            "
538, Happiness,1998,539,7.7,326284,/title/tt0147612/,134 min," Comedy, Drama            "
539, All the President's Men,1976,540,7.9,"75,082,668",/title/tt0074119/,138 min," Drama, History, Thriller            "
540, Star Trek II: The Wrath of Khan,1982,541,7.7,154515,/title/tt0084726/,113 min," Action, Adventure, Sci-Fi            "
541, My Fair Lady,1964,542,7.8,252381,/title/tt0058385/,170 min," Drama, Family, Musical            "
542, A Streetcar Named Desire,1951,543,7.9,"35,739,802",/title/tt0044081/,122 min, Drama            
543, The Bourne Supremacy,2004,544,7.7,77297,/title/tt0372183/,108 min," Action, Mystery, Thriller            "
544, Wild Tales,2014,545,8.1,"600,200",/title/tt3011894/,122 min," Comedy, Drama, Thriller            "
545, The Naked Gun: From the Files of Police Squad!,1988,546,7.6,85285,/title/tt0095705/,85 min," Comedy, Crime            "
546, Mississippi Burning,1988,547,7.8,"98,467,863",/title/tt0095647/,128 min," Crime, Drama, History            "
547, In the Heat of the Night,1967,548,7.9,133155,/title/tt0061811/,110 min," Drama, Mystery, Thriller            "
548, The Name of the Rose,1986,549,7.7,"26,830,000",/title/tt0091605/,130 min," Drama, History, Mystery            "
549, My Left Foot,1989,550,7.9,108494,/title/tt0097937/,103 min," Biography, Drama            "
550,1 The Searchers,1956,551,7.9,87880,/title/tt0049730/,119 min," Adventure, Drama, Western            "
551,2 Doctor Zhivago,1965,552,7.9,75637,/title/tt0059113/,197 min," Drama, Romance, War            "
552,3 A Fistful of Dollars,1964,553,7.9,"111,722,000",/title/tt0058461/,99 min," Action, Drama, Western            "
553,4 Battle Royale,2000,554,7.6,213076,/title/tt0266308/,114 min," Action, Adventure, Drama            "
554,5 The Fall,2006,555,7.8,"14,500,000",/title/tt0460791/,117 min," Adventure, Drama, Fantasy            "
555,6 The Day the Earth Stood Still,1951,556,7.8,180502,/title/tt0043456/,92 min," Drama, Sci-Fi            "
556,7 Flipped (I),2010,557,7.7,111419,/title/tt0817177/,90 min," Comedy, Drama, Romance            "
557,8 I Am Sam,2001,558,7.6,"2,280,348",/title/tt0277027/,132 min, Drama            
558,9 On the Waterfront,1954,559,8.1,81042,/title/tt0047296/,108 min," Crime, Drama, Thriller            "
559,0 A Separation,2011,560,8.3,88819,/title/tt1832382/,123 min, Drama            
560, The Remains of the Day,1993,561,7.8,"1,752,214",/title/tt0107943/,134 min," Drama, Romance            "
561, Paths of Glory,1957,562,8.4,149090,/title/tt0050825/,88 min," Drama, War            "
562, The Great Beauty,2013,563,7.7,"40,311,852",/title/tt2358891/,141 min, Drama            
563, Mr Smith Goes to Washington,1939,564,8.1,152567,/title/tt0031679/,129 min," Comedy, Drama            "
564, The Seventh Seal,1957,565,8.1,"9,600,000",/title/tt0050976/,96 min," Drama, Fantasy            "
565, The Conversation,1974,566,7.8,176,/title/tt0071360/,113 min," Drama, Mystery, Thriller            "
566, Cool Hand Luke,1967,567,8.1,241050,/title/tt0061512/,127 min," Crime, Drama            "
567, Ip Man,2008,568,8,"7,098,492",/title/tt1220719/,106 min," Action, Biography, Drama            "
568, The Man Who Shot Liberty Valance,1962,569,8.1,118,/title/tt0056217/,123 min," Drama, Western            "
569, Hara-Kiri,1962,570,8.6,72989,/title/tt0056058/,133 min," Action, Drama, Mystery            "
570, Hotel Rwanda,2004,571,8.1,"22,954,968",/title/tt0395169/,121 min," Biography, Drama, History            "
571, 21 Grams,2003,572,7.7,193101,/title/tt0315733/,124 min," Crime, Drama, Thriller            "
572, The Best Offer,2013,573,7.8,61,/title/tt1924396/,131 min," Crime, Drama, Mystery            "
573, Ponyo,2008,574,7.6,89142,/title/tt0876563/,101 min," Animation, Adventure, Comedy            "
574, Solaris,1972,575,8,"2,852,400",/title/tt0069293/,167 min," Drama, Mystery, Sci-Fi            "
575, The Dirty Dozen,1967,576,7.7,114209,/title/tt0061578/,150 min," Action, Adventure, War            "
576, 8½,1963,577,8,"9,600,000",/title/tt0056801/,138 min, Drama            
577, For a Few Dollars More,1965,578,8.2,189,/title/tt0059578/,132 min, Western            
578, Annie Hall,1977,579,8,181584,/title/tt0075686/,93 min," Comedy, Romance            "
579, This Is England,2006,580,7.7,196,/title/tt0480025/,101 min," Crime, Drama            "
580, Rio Bravo,1959,581,8,109630,/title/tt0053221/,141 min, Western            
581, The Last Emperor,1987,582,7.7,"4,420,000",/title/tt0093389/,163 min," Biography, Drama, History            "
582, After Hours (I),1985,583,7.6,174364,/title/tt0088680/,97 min," Comedy, Crime, Drama            "
583, Enter the Dragon,1973,584,7.6,"16,217,773",/title/tt0070034/,102 min," Action, Crime, Drama            "
584, What Ever Happened to Baby Jane?,1962,585,8,233,/title/tt0056687/,134 min," Drama, Horror, Thriller            "
585, Kiki's Delivery Service,1989,586,7.8,221239,/title/tt0097814/,103 min," Animation, Family, Fantasy            "
586, Kramer vs Kramer,1979,587,7.8,74851,/title/tt0079417/,105 min, Drama            
587, Togo,2019,588,7.9,53694,/title/tt5116302/,113 min," Adventure, Biography, Drama            "
588, Ghost in the Shell,1995,589,7.9,46,/title/tt0113568/,83 min," Animation, Action, Crime            "
589, Searching (III),2018,590,7.6,350767,/title/tt7668870/,102 min," Drama, Mystery, Thriller            "
590, Papillon,1973,591,8,"23,530,892",/title/tt0070511/,151 min," Biography, Crime, Drama            "
591, Lucky Number Slevin,2006,592,7.7,208,/title/tt0425210/,110 min," Crime, Drama, Thriller            "
592, The Right Stuff,1983,593,7.8,234413,/title/tt0086197/,193 min," Adventure, Biography, Drama            "
593, Sing Street,2016,594,7.9,"16,290,476",/title/tt3544112/,106 min," Comedy, Drama, Music            "
594, Barton Fink,1991,595,7.6,117039,/title/tt0101410/,116 min," Comedy, Drama, Thriller            "
595, Hamlet,1996,596,7.8,"85,433",/title/tt0116477/,242 min, Drama            
596, Double Indemnity,1944,597,8.3,139486,/title/tt0036775/,107 min," Crime, Drama, Film-Noir            "
597, The Maltese Falcon,1941,598,8,"15,090,400",/title/tt0033870/,100 min," Crime, Film-Noir, Mystery            "
598, Freaks,1932,599,7.9,89581,/title/tt0022913/,64 min," Drama, Horror            "
599, The Raid 2,2014,600,7.9,71919,/title/tt2265171/,150 min," Action, Crime, Thriller            "
600,1 The Bridges of Madison County,1995,601,7.6,79900,/title/tt0112579/,135 min," Drama, Romance            "
601,2 King Kong,1933,602,7.9,"71,516,617",/title/tt0024216/,100 min," Adventure, Horror, Sci-Fi            "
602,3 Gaslight,1944,603,7.8,84413,/title/tt0036855/,114 min," Crime, Drama, Mystery            "
603,4 The Longest Day,1962,604,7.7,"10,000,000",/title/tt0056197/,178 min," Action, Drama, History            "
604,5 Clerks,1994,605,7.7,28221,/title/tt0109445/,92 min, Comedy            
605,6 Rebecca,1940,606,8.1,55174,/title/tt0032976/,130 min," Drama, Film-Noir, Mystery            "
606,7 Mysterious Skin,2004,607,7.6,"39,100,000",/title/tt0370986/,105 min, Drama            
607,8 Cape Fear,1962,608,7.7,219676,/title/tt0055824/,106 min," Drama, Thriller            "
608,9 PK,2014,609,8.1,"3,151,130",/title/tt2338151/,153 min," Comedy, Drama, Sci-Fi            "
609,0 Cinderella Man,2005,610,8,134941,/title/tt0352248/,144 min," Biography, Drama, History            "
610, The Artist (I),2011,611,7.9,"4,360,000",/title/tt1655442/,100 min," Comedy, Drama, Romance            "
611, Witness for the Prosecution,1957,612,8.4,230,/title/tt0051201/,116 min," Crime, Drama, Mystery            "
612, Miller's Crossing,1990,613,7.7,69023,/title/tt0100150/,115 min," Crime, Drama, Thriller            "
613, Persona,1966,614,8.1,"697,181",/title/tt0060827/,83 min," Drama, Thriller            "
614, High Noon,1952,615,8,28824,/title/tt0044706/,85 min," Drama, Thriller, Western            "
615, Charade,1963,616,7.9,179395,/title/tt0056923/,113 min," Comedy, Mystery, Romance            "
616, Harold and Maude,1971,617,7.9,"10,616,104",/title/tt0067185/,91 min," Comedy, Drama, Romance            "
617, The King of Comedy,1982,618,7.8,185246,/title/tt0085794/,109 min," Comedy, Crime, Drama            "
618, All That Jazz,1979,619,7.8,"61,649,911",/title/tt0078754/,123 min," Drama, Music, Musical            "
619, Amores perros,2000,620,8.1,239619,/title/tt0245712/,154 min," Drama, Thriller            "
620, Malcolm X,1992,621,7.7,"44,671,682",/title/tt0104797/,202 min," Biography, Drama, History            "
